swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw07utt/sw_0728_4759.utt,4/sw4759,4759,78,sd,A,45,1,We bought more things  /,We/PRP bought/VBD more/JJR things/NNS,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,79,sd^r,A,45,2,{C and } it seemed like we spent more.  /,and/CC it/PRP seemed/VBD like/IN we/PRP spent/VBD more/JJR ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,80,sd,A,45,3,"Then a lot of it was going to, {F uh, } daycare and that kind of thing. /","Then/RB a/DT lot/NN of/IN it/PRP was/VBD going/VBG to/IN ,/, uh/UH ,/, daycare/NN and/CC that/DT kind/NN of/IN thing/NN ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,81,b,B,46,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,82,sd,A,47,1,"{C So } it just seems like with me staying home, we had that big cut  /","So/RB it/PRP just/RB seems/VBZ like/IN with/IN me/PRP staying/VBG home/NN ,/, we/PRP had/VBD that/DT big/JJ cut/NN",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,83,sd,A,47,2,{C but } we save more <laughter>.  /,but/CC we/PRP save/VBP more/JJR ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,84,sd,A,47,3,I don't know how  /,I/PRP do/VBP n't/RB know/VB how/WRB,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,85,sd,A,47,4,{C and } I don't know why  /,and/CC I/PRP do/VBP n't/RB know/VB why/WRB,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,86,%,A,47,5,{C but } # we # -- -/,but/CC we/PRP --/:,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,87,sd,B,48,1,# {D Well } # --,Well/UH --/:,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,88,sd,A,49,1,-- it seems like we do. /,--/: it/PRP seems/VBZ like/IN we/PRP do/VBP ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,89,+,B,50,1,"-- [ I, + {F uh, } I ] know that since I do work, I buy a lot of quicker cuts of meat and, {F uh } --","--/: I/PRP ,/, uh/UH ,/, I/PRP know/VBP that/IN since/IN I/PRP do/VBP work/VB ,/, I/PRP buy/VBP a/DT lot/NN of/IN quicker/JJR cuts/NNS of/IN meat/NN and/CC ,/, uh/UH --/:",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,90,b,A,51,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,91,+,B,52,1,-- {D well } the frozen things # for the microwave and things  like that. # /,--/: well/UH the/DT frozen/JJ things/NNS for/IN the/DT microwave/NN and/CC things/NNS like/IN that/DT ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,92,aa,A,53,1,"# Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,93,bf,A,53,2,you kind of try # and buy bigger quantities. /,you/PRP kind/RB of/RB try/VBP and/CC buy/VB bigger/JJR quantities/NNS ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,94,sd,B,54,1,"{C And } I'll stop by the deli and pick up, {F uh, }  chicken or whatever.   Where if I did not work, I'm sure that the grocery bill could be managed  [ a lot, + a lot, ] {F uh, } better. /","And/CC I/PRP 'll/MD stop/VB by/IN the/DT deli/NN and/CC pick/VB up/RP ,/, uh/UH ,/, chicken/NN or/CC whatever/WDT ./. Where/WRB if/IN I/PRP did/VBD not/RB work/VB ,/, I/PRP 'm/VBP sure/JJ that/IN the/DT grocery/NN bill/NN could/MD be/VB managed/VBN a/DT lot/NN ,/, a/DT lot/NN ,/, uh/UH ,/, better/JJR ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,95,aa,A,55,1,Yeah.  /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,96,sd,A,55,2,That's how I felt too.  /,That/DT 's/BES how/WRB I/PRP felt/VBD too/RB ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,97,%,A,55,3,"It just, - /","It/PRP just/RB ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,98,bf,A,55,4,you could take a little longer.  # And # --,you/PRP could/MD take/VB a/DT little/RB longer/RBR ./. And/CC --/:,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,99,b,B,56,1,# Yeah. # /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,100,+,A,57,1,-- just watch a little bit more I guess. /,--/: just/RB watch/VB a/DT little/JJ bit/NN more/JJR I/PRP guess/VBP ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,101,%,B,58,1,"# {D Well, } y-, # -/","Well/UH ,/, y-/XX ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,102,sd,A,59,1,# I guess # that's kind of like the way we do.  /,I/PRP guess/VBP that/DT 's/BES kind/RB of/RB like/IN the/DT way/NN we/PRP do/VBP ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,103,%,A,59,2,"We, - /","We/PRP ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,104,sd,A,59,3,"[ [ I, + I ] don't, + I don't know ] how it comes out.  /","I/PRP ,/, I/PRP do/VBP n't/RB ,/, I/PRP do/VBP n't/RB know/VB how/WRB it/PRP comes/VBZ out/RP ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,105,sd,A,59,4,"It just seems like we save a little  bit more whereas,","It/PRP just/RB seems/VBZ like/IN we/PRP save/VBP a/DT little/JJ bit/NN more/JJR whereas/IN ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,106,x,B,60,1,<Barking>.,,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,107,+,A,61,1,"# where I was working, # -/","where/WRB I/PRP was/VBD working/VBG ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,108,sv,B,62,1,"# {D Well, } I'm sure you do. #  /","Well/UH ,/, I/PRP 'm/VBP sure/JJ you/PRP do/VBP ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,109,sd,B,62,2,"{F Uh, }  [ I do not, + {D well } I do not ] have to pay child care during the winter.  /","Uh/UH ,/, I/PRP do/VBP not/RB ,/, well/UH I/PRP do/VBP not/RB have/VB to/TO pay/VB child/NN care/NN during/IN the/DT winter/NN ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,110,sd,B,62,3,My son's old enough that he likes to come home --,My/PRP$ son/NN 's/BES old/JJ enough/RB that/IN he/PRP likes/VBZ to/TO come/VB home/NN --/:,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,111,b,A,63,1,Oh. /,Oh/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,112,+,B,64,1,"-- {F uh, } from school.  /","--/: uh/UH ,/, from/IN school/NN ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,113,sd,B,64,2,{C But } in the summer he's still young enough that I cannot leave him by himself. /,But/CC in/IN the/DT summer/NN he/PRP 's/BES still/RB young/JJ enough/RB that/IN I/PRP can/MD not/RB leave/VB him/PRP by/IN himself/PRP ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,114,b,A,65,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,115,sd,B,66,1,So in the summer I have that extra  /,So/RB in/IN the/DT summer/NN I/PRP have/VBP that/RB extra/JJ,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,116,sd,B,66,2,{C and } ours is seventy dollars a week plus all activities -- /,and/CC ours/PRP$ is/VBZ seventy/CD dollars/NNS a/DT week/NN plus/CC all/DT activities/NNS --/:,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,117,b,A,67,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,118,sd,B,68,1,"-- {C and } that's usually movies one day, skating one day <laughter>. /","--/: and/CC that/DT 's/BES usually/RB movies/NNS one/CD day/NN ,/, skating/NN one/CD day/NN ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,119,b,A,69,1,<Breathing> Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,120,sd,B,70,1,Swimming one day <laughter>. /,Swimming/NN one/CD day/NN ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,121,sv,A,71,1,It adds up. /,It/PRP adds/VBZ up/RP ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,122,aa,B,72,1,Yes.  /,Yes/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,123,sd,B,72,2,{C So } you usually end up paying close to eighty dollars a week  /,So/RB you/PRP usually/RB end/VBP up/RP paying/VBG close/RB to/IN eighty/CD dollars/NNS a/DT week/NN,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,124,sv,B,72,3,{C and } that's a lot of money. /,and/CC that/DT 's/BES a/DT lot/NN of/IN money/NN ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,125,aa,A,73,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,126,sv,A,73,2,it is <laughter>.  /,it/PRP is/VBZ ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,127,sv^r,A,73,3,"# It is,  /","It/PRP is/VBZ ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,128,%,A,73,4,yeah. # /,yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,129,sv,B,74,1,"# {C But } {D you know, } # if they're going to be in daycare then they need to have some activities other than just being there. /","But/CC you/PRP know/VBP ,/, if/IN they/PRP 're/VBP going/VBG to/TO be/VB in/IN daycare/NN then/RB they/PRP need/VBP to/TO have/VB some/DT activities/NNS other/JJ than/IN just/RB being/VBG there/RB ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,130,b,A,75,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,131,%,B,76,1,"Ho-, - /","Ho-/XX ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,132,qy,B,76,2,do you have two children? /,do/VBP you/PRP have/VB two/CD children/NNS ?/.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,133,na,A,77,1,I have two.  /,I/PRP have/VBP two/CD ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,134,sd,A,77,2,One is four and a half  /,One/CD is/VBZ four/CD and/CC a/DT half/NN,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,135,sd,A,77,3,"{C and } the other  one's two and a half,  /","and/CC the/DT other/JJ one/CD 's/BES two/CD and/CC a/DT half/NN ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,136,%,A,77,4,{C so. } -/,so/RB ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,137,sv,B,78,1,"{D Well } they're expensive too.   # {F Uh, } just the # --","Well/UH they/PRP 're/VBP expensive/JJ too/RB ./. Uh/UH ,/, just/RB the/DT --/:",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,138,aa,A,79,1,# Yes <laughter>. # /,Yes/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,139,+,B,80,1,-- outgrowing of their clothes  /,--/: outgrowing/NN of/IN their/PRP$ clothes/NNS,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,140,sv,B,80,2,"{C so } #  I'm sure the budget, # -/","so/RB I/PRP 'm/VBP sure/JJ the/DT budget/NN ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,141,b,A,81,1,"# Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,142,%,A,81,2,"that, # - /","that/IN ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,143,%,A,81,3,yeah.  /,yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,144,sd,A,81,4,I just came back to find jeans for the little one/,I/PRP just/RB came/VBD back/RB to/TO find/VB jeans/NNS for/IN the/DT little/JJ one/CD,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,145,sd,A,81,5,{C and } it does add up.  /,and/CC it/PRP does/VBZ add/VB up/RP ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,146,%,A,81,6,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,147,b,B,82,1,# Yeah. # /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,148,%,A,83,1,"# {C But, } {F uh, } # -/","But/CC ,/, uh/UH ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,149,sv,B,84,1,{C And } medical bill. -/,And/CC medical/JJ bill/NN ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,150,b,A,85,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,151,sd,B,86,1,"Although the insurance we had was good, {F uh, } when Thomas was younger.  A lot of the stuff had to be paid up front  /","Although/IN the/DT insurance/NN we/PRP had/VBD was/VBD good/JJ ,/, uh/UH ,/, when/WRB Thomas/NNP was/VBD younger/JJR ./. A/DT lot/NN of/IN the/DT stuff/NN had/VBD to/TO be/VB paid/VBN up/IN front/RB",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,152,sd,B,86,2,{C and then }  you were reimbursed.  /,and/CC then/RB you/PRP were/VBD reimbursed/VBN ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,153,sd,B,86,3,"{C So } it was nice when you'd get a couple of hundred dollar check # from the, #","So/RB it/PRP was/VBD nice/JJ when/WRB you/PRP 'd/MD get/VB a/DT couple/NN of/IN hundred/CD dollar/NN check/NN from/IN the/DT ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,154,x,A,87,1,# <Laughter>. #,,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,155,+,B,88,1,"<Laughter> insurance,  /","insurance/NN ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,156,sd,B,88,2,{C but } in the meantime you had to put out the money first. /,but/CC in/IN the/DT meantime/NN you/PRP had/VBD to/TO put/VB out/RP the/IN money/NN first/RB ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,157,b,A,89,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,158,b,A,89,2,# yeah. # /,yeah/UH ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,159,%,B,90,1,"# <Throat_clearing>. #  # {C But, } # -/","But/CC ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,160,sv,A,91,1,"# {D Well, } # [ [  that, + that's, ] + that's ] hard. /","Well/UH ,/, that/DT ,/, that/DT 's/BES ,/, that/DT 's/BES hard/JJ ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,161,aa,B,92,1,"Yeah,  /","Yeah/UH ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,162,sd,B,92,2,# it is. # /,it/PRP is/VBZ ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,163,sd,A,93,1,# {C But } # I'm enjoying my stay home for the little time that I can <laughter>. /,But/CC I/PRP 'm/VBP enjoying/VBG my/PRP$ stay/NN home/NN for/IN the/DT little/JJ time/NN that/WDT I/PRP can/MD ./.,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,164,sd,B,94,1,"{F Oh, } I would too. /","Oh/UH ,/, I/PRP would/MD too/RB ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,165,%,A,95,1,"For the, -/","For/IN the/DT ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,166,sd,B,96,1,"[ I would, + I would ] advise anyone that could possibly do it [ to, + to, ] -/","I/PRP would/MD ,/, I/PRP would/MD advise/VB anyone/NN that/WDT could/MD possibly/RB do/VB it/PRP to/TO ,/, to/TO ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,167,sd,A,97,1,I know it's not forever  /,I/PRP know/VBP it/PRP 's/BES not/RB forever/RB,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,168,sd,A,97,2,{C and } that's what's so sad  /,and/CC that/DT 's/BES what/WP 's/BES so/RB sad/JJ,,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,169,%,A,97,3,"{C but, } -/","but/CC ,/,",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,170,sv,B,98,1,"{D Well, } you probably wouldn't want to do it forever.  /","Well/UH ,/, you/PRP probably/RB would/MD n't/RB want/VB to/TO do/VB it/PRP forever/RB ./.",,
sw07utt/sw_0728_4759.utt,4/sw4759,4759,171,h,B,98,2,I don't know though </dishes> </noise> <<kitchen noises>>. /,I/PRP do/VBP n't/RB know/VB though/IN ./.,,
swda_filename,ptb_basename,conversation_no,transcript_index,act_tag,caller,utterance_index,subutterance_index,text,pos,trees,ptb_treenumbers
sw07utt/sw_0729_4840.utt,4/sw4840,4840,0,o,A,1,1,"Okay, {F uh, }  /","Okay/UH ,/, uh/UH ,/,",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,1,sd,A,1,2,"<laughter> {D well, } we just got our income tax return  /","well/UH ,/, we/PRP just/RB got/VBD our/PRP$ income/NN tax/NN return/NN",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,2,sd,A,1,3,{C and } I'm perfectly happy.  /,and/CC I/PRP 'm/VBP perfectly/RB happy/JJ ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,3,qo,A,1,4,What about you <laughter>? /,What/WP about/IN you/PRP ?/.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,4,^h,B,2,1,"{D Well, } let's see.  /","Well/UH ,/, let/VB 's/PRP see/VB ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,5,sd,B,2,2,"I haven't got mine yet because  my parents are getting all that stuff [ at, + {F uh, } at ] home --","I/PRP have/VBP n't/RB got/VBN mine/PRP yet/RB because/IN my/PRP$ parents/NNS are/VBP getting/VBG all/PDT that/DT stuff/NN at/IN ,/, uh/UH ,/, at/IN home/NN --/:",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,6,b,A,3,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,7,+,B,4,1,-- in the Bay area. /,--/: in/IN the/DT Bay/NNP area/NN ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,8,b,A,5,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,9,sd,B,6,1,"{C So, } I'm not sure how much I'm getting  back  /","So/RB ,/, I/PRP 'm/VBP not/RB sure/JJ how/WRB much/JJ I/PRP 'm/VBP getting/VBG back/RB",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,10,sd,B,6,2,"{C but } I'm pretty sure I should get back a little bit since #  ((   ))  student, - /","but/CC I/PRP 'm/VBP pretty/RB sure/JJ I/PRP should/MD get/VB back/RB a/DT little/JJ bit/NN since/IN MUMBLEx/XX student/NN ,/,",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,11,%,B,6,3,{C so } <noise>. # -/,so/RB ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,12,b,A,7,1,# Yeah. # /,Yeah/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,13,sd,B,8,1,It's not too much. /,It/PRP 's/BES not/RB too/RB much/JJ ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,14,b,A,9,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,15,sd,B,10,1,Not too bad though <noise>. /,Not/RB too/RB bad/JJ though/RB ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,16,sv,A,11,1,"{C But } as far as writing checks out and paying taxes,  I think it's pretty high.  /","But/CC as/RB far/RB as/IN writing/VBG checks/NNS out/RP and/CC paying/VBG taxes/NNS ,/, I/PRP think/VBP it/PRP 's/BES pretty/RB high/JJ ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,17,%,A,11,2,"{C But } I, I'm, {D you know, } - /","But/CC I/PRP ,/, I/PRP 'm/VBP ,/, you/PRP know/VBP ,/,",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,18,sv@,A,11,3,"[ I, + I ]  guess it's where we have to be, [ where it, + ] <static> we have to keep raising them  [ for + ] to keep  some of the things [ that, + that ] we have and <sniffing>.","I/PRP ,/, I/PRP guess/VBP it/PRP 's/BES where/WRB we/PRP have/VBP to/TO be/VB ,/, where/WRB it/PRP ,/, we/PRP have/VBP to/TO keep/VB raising/VBG them/PRP for/IN to/TO keep/VB some/DT of/IN the/DT things/NNS that/WDT ,/, that/WDT we/PRP have/VBP and/CC ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,19,aa,B,12,1,<Noise> Yeah.  /,Yeah/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,20,sv,B,12,2,"[ It, + it's ] one of those necessities  of life that we all have to,  (( {D you know } )) , pay taxes  [ but, + ] although it is  kind of a pain sometimes though. /","It/PRP ,/, it/PRP 's/BES one/CD of/IN those/DT necessities/NNS of/IN life/NN that/WDT we/PRP all/DT have/VBP to/TO ,/, you/PRP know/VBP ,/, pay/VB taxes/NNS but/CC ,/, although/IN it/PRP is/VBZ kind/RB of/RB a/DT pain/NN sometimes/RB though/RB ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,21,+@,A,13,1,"<Children> It's just scary though about, {D you know. } - /","It/PRP 's/BES just/RB scary/JJ though/IN about/IN ,/, you/PRP know/VBP ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,22,qh,A,13,2,How high are the taxes going to be when my children are my age? /,How/WRB high/JJ are/VBP the/DT taxes/NNS going/VBG to/TO be/VB when/WRB my/PRP$ children/NNS are/VBP my/PRP$ age/NN ?/.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,23,b,B,14,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,24,sv,A,15,1,"{D You know, } [ [ that, + that's,  ] + that's ] scary too. /","You/PRP know/VBP ,/, that/DT ,/, that/DT 's/BES ,/, that/DT 's/BES scary/JJ too/RB ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,25,b,B,16,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,26,sd,A,17,1,{C Because } it's not anything like the way it was when I was young and small and a child.  /,Because/IN it/PRP 's/BES not/RB anything/NN like/IN the/DT way/NN it/PRP was/VBD when/WRB I/PRP was/VBD young/JJ and/CC small/JJ and/CC a/DT child/NN ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,27,sv,A,17,2,"{C So, } {D you know, } [  that, +  that's ]  a scary part too, that you have to think about. /","So/RB ,/, you/PRP know/VBP ,/, that/DT ,/, that/DT 's/BES a/DT scary/JJ part/NN too/RB ,/, that/WDT you/PRP have/VBP to/TO think/VB about/RB ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,28,aa,B,18,1,Yeah.  /,Yeah/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,29,sv,B,18,2,"# [ {C And, } + {C and } ] </noise>, #","And/CC ,/, and/CC ,/,",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,30,x,A,19,1,# <Throat_clearing>. #,,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,31,+,B,20,1,"{D like, } as time goes on, {D you know, } things get more expensive  /","like/IN ,/, as/IN time/NN goes/VBZ on/RP ,/, you/PRP know/VBP ,/, things/NNS get/VBP more/RBR expensive/JJ",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,32,sv,B,20,2,{C and } because we were  ((   ))  increasingly complex society that --,and/CC because/IN we/PRP were/VBD MUMBLEx/XX increasingly/RB complex/JJ society/NN that/IN --/:,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,33,b,A,21,1,Uh-huh. /,Uh-huh/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,34,+,B,22,1,"-- day by day [ things get more, + {F uh, } things get  more ] expensive as well as more complex. /","--/: day/NN by/IN day/NN things/NNS get/VBP more/JJR ,/, uh/UH ,/, things/NNS get/VBP more/RBR expensive/JJ as/RB well/RB as/IN more/RBR complex/JJ ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,35,b,A,23,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,36,sd,B,24,1,"{C And, } {D you know, } <noise> taxes are one of the  ways to help pay for a lot of the things that are needed in this society. /","And/CC ,/, you/PRP know/VBP ,/, taxes/NNS are/VBP one/CD of/IN the/DT ways/NNS to/TO help/VB pay/VB for/IN a/DT lot/NN of/IN the/DT things/NNS that/WDT are/VBP needed/VBN in/IN this/DT society/NN ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,37,b,A,25,1,Yeah. /,Yeah/UH ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,38,sd,B,26,1,"{E I mean, } everything [ from, + {D you know, } from ]  medicare [ to, + {F uh, } to ] social security [ [ to, + {F uh, } to ] feeding the h-, + [ to, + {F uh, }  to, ] {D you know, } feeding the ] homeless, to maintaining prisons, to maintaining polices or  fire departments  and things like that.  /","I/PRP mean/VBP ,/, everything/NN from/IN ,/, you/PRP know/VBP ,/, from/IN medicare/NN to/IN ,/, uh/UH ,/, to/IN social/JJ security/NN to/IN ,/, uh/UH ,/, to/IN feeding/VBG the/DT h-/NN ,/, to/IN ,/, uh/UH ,/, to/IN ,/, you/PRP know/VBP ,/, feeding/VBG the/DT homeless/NN ,/, to/IN maintaining/VBG prisons/NNS ,/, to/IN maintaining/VBG polices/NNS or/CC fire/NN departments/NNS and/CC things/NNS like/IN that/DT ./.",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,39,%,B,26,2,"{C And } it's, <noise> - /","And/CC it/PRP 's/BES ,/,",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,40,sv,B,26,3,now there's more and more things that need attending to and that sort of thing.  /,now/RB there/EX 's/BES more/JJR and/CC more/JJR things/NNS that/WDT need/VBP attending/VBG to/IN and/CC that/DT sort/NN of/IN thing/NN ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,41,sv,B,26,4,"{C And, } {D you know } --","And/CC ,/, you/PRP know/VBP --/:",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,42,b,A,27,1,Uh-huh  /,Uh-huh/UH,,
sw07utt/sw_0729_4840.utt,4/sw4840.pos,4840,43,x,A,27,2,</static>.,./.
sw07utt/sw_0729_4840.utt,4/sw4840,4840,44,+,B,28,1,"-- [ it's, + it's ] becoming a larger <squeak> responsibility  /","--/: it/PRP 's/BES ,/, it/PRP 's/BES becoming/VBG a/DT larger/JJR responsibility/NN",,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,45,sd,B,28,2,{C but } someone <squeak> has to pay for it  /,but/CC someone/NN has/VBZ to/TO pay/VB for/IN it/PRP,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,46,sd,B,28,3,{C and } that's us. /,and/CC that/DT 's/BES us/PRP ./.,,
sw07utt/sw_0729_4840.utt,4/sw4840,4840,47,aa,A,29,1,Yeah  /,Yeah/UH,,
